Name,Actors,Score,About,Genre,Crew,Image,Voted,Type
 یک مسئله ساده,"[' زهرا برومند', ' نازنین ایمان', ' عباس سهراب', ' ندا حبیبی', ' احمد شریفی فرد', ' سعید برجعلی', ' سپیده دهقان', ' ملیحه ظهیریان', ' ایمان امتیازی پور', ' محدثه عدالت فر']",0.66,روز عقد دختری به نام مریم است. اما به ناگاه یادآوری اتفاقی در گذشتۀ مریم، او را وادار می کند که از ازدواج منصرف شود.,"['خانوادگی', 'اجتماعی']","[' اسماعیل عظیمی', ' اسماعیل عظیمی', ' عبدالحسین عبدی', ' علی آهنگری', ' رامین راستجو']",https://static.cdn.asset.filimo.com/flmt/mov_83360_30644-m.jpg,653,فیلم
 ویلایی ها,"[' طناز طباطبایی', ' پریناز ایزدیار', ' آناهیتا افشار', ' علی شادمان', ' صابر ابر', ' ثریا قاسمی']",0.9,,"['اکشن', 'جنگی']","[' منیر قیدی', ' سعید ملکان', ' ارسلان امیری', ' منیر قیدی', ' ستار اورکی', ' علی قاضی']",https://static.cdn.asset.filimo.com/flmt/mov_7108_34212-m.jpg,7727,فیلم
 فشار خون,"[' فرانک کلانتر', ' معصومه رحمانی', ' صفا آقاجانی', ' گیتی قاسمی', ' نوشین حسن زاده']",0.77,در فیلم داستانی فشار خون علی ثقفی کارگردانی و نویسندگی این اثر را به عهده دارد.این فیلم نیمه بلند با رویکردی دینی به بررسی مسئله قصاص می پردازد. فیلم داستانی فشار خون به هفتمین جشنواره بین المللی فیلم شهر راه یافته است. در خلاصه فیلم داستانی فشار خون آمده است که مردی، مرد دیگری را به قتل می رساند. حال خانواده قاتل در عوض قصاص پیشنهادی به خانواده مقتول می دهند...,"['خانوادگی', 'اجتماعی']","[' سید سجاد قافله باشی', ' فرهاد طالبی نژاد', ' پیمان یزدانیان', ' علی ثقفی', ' علی ثقفی', ' سازمان هنری رسانه ای اوج']",https://static.cdn.asset.filimo.com/flmt/mov_27879_1-m.jpg,1516,فیلم
ماجراهای چرا,[],0.76,"«ماجراهای چرا»، سریالی در ژانر خانوادگی-کودک، به کارگردانی «علی زارع» و «شیوا درویش» و محصول سال 1393 کشور ایران است.این سریال حول محور شخصیتی عروسکی به نام «چرا» می گردد. چرا در ماجراهای جدیدش، این بار با خاله سارا و چند تا از دوستان دیگرش همراه می شود ....","['خانوادگی', 'کودک']","[' علی زارع', ' سارا روستاپور', ' آزاده مویدی فرد', ' شیوا درویش', ' آزاده مویدی فرد', ' ارژنگ حقانی', ' امید رهبران', ' بابک امیری']",https://static.cdn.asset.filimo.com/flmt/mov_srl_10660_1-m.jpg,4765,سریال
 سلطان,"[' فریبرز عرب نیا', ' هدیه تهرانی', ' حسن جوهرچی', ' مهدی خیامی', ' ژاله علو', ' پروین سلیمانی', ' کیانوش گرامی', ' احمد ابراهیمی', ' رضا کیانیان', ' پولاد کیمیایی', ' مهدی صبایی']",0.79,,"['اکشن', 'پلیسی معمایی']","[' مسعود کیمیایی', ' مسعود کیمیایی', ' کارن همایون فر', ' اصغر رفیعی جم', ' مسعود کیمیایی']",https://static.cdn.asset.filimo.com/flmt/mov_33461_834-m.jpg,1229,فیلم
 خط آتش,"[' احمد نجفی', ' داوود رشیدی', ' حسین ملاقاسمی', ' داوود رسولیان', ' جمشید جهان زاده']",0.9,,"['اکشن', 'هیجان انگیز']","[' فرید سجادی حسینی', ' علی سجادی حسینی', ' علی توکل نیا', ' حسن توکل نیا', ' محمدرضا علیقلی', ' علی توکل نیا']",https://static.cdn.asset.filimo.com/flmt/mov_12001_664-m.jpg,1553,فیلم
 تب عشق,"[' کاظم افرندنیا', ' لیلا بوشهری', ' فاطمه طاهری', ' عباس غزالی', ' خاتون یزدانی']",0.66,داستان این فیلم درباره پسریست که با وجود مخالفت های خانواده اش خواهان ازدواج با دختر مورد علاقه اش است و...,"['خانوادگی', 'اجتماعی']","[' علیرضا حاجی زاده', ' عفت آقالری', ' حسین تورنگ', ' اکبر عزیزی']",https://static.cdn.asset.filimo.com/flmt/mov_85680_310-m.jpg,209,فیلم
 ماهی ها عاشق می شوند,"[' رضا کیانیان', ' گلشیفته فراهانی', ' مریم سعادت', ' مائده طهماسبی', ' فرخ نعمتی', ' سیامک صفری', ' مهدی پاکدل', ' سینا رازانی', ' رؤیا نونهالی']",0.93,مردی به نام عزیز برای تملک و فروش مایملک پدری خود به کشور باز می گردد. اما با آتیه دختری که قبل از سفر به او علاقه داشته روبرو می شود. در این میان اتفاقاتی رخ می دهد که غیرقابل پیش بینی است.,"['خانوادگی', 'عاشقانه']","[' علی رفیعی', ' علی رفیعی', ' حسن کلامی', ' محمود کلاری', ' علی صمدپور']",https://static.cdn.asset.filimo.com/flmt/mov_3620_11809-m.jpg,2990,فیلم
 انعکاس,"[' مهناز افشار', ' کامبیز دیرباز', ' حمید گودرزی', ' شهره قمر', ' بیتا سحرخیز']",0.91,«انعکاس» داستان زوج جوانی است (با بازی دیرباز و افشار) که هرکدام بی اراده در معرض آزمون سخت اثبات وفاداری قرار می گیرند. آنها تنها دوراه پیش رو دارند. انتخاب نهایی هریک از آنها، انعکاسی را در زندگی مشترکشان رقم خواهد زد ..,"['خانوادگی', 'اجتماعی']","[' رضا کریمی', ' سعید حاجی میری', ' فرج الله حیدری ', ' محمدهادی کریمی', ' بهنام ابطحی']",https://static.cdn.asset.filimo.com/flmt/mov_1562_403-m.jpg,2062,فیلم
 مزد عشق,"[' عسل بدیعی', ' اشکان خطیبی', ' کاظم افرندنیا', ' پرستو مقدم']",0.82,زوج جوانی برای گذراندن ماه عسل به شمال می روند، در یک مهمانی آنها را بیهوش می کنند و در حال استعمال مواد مخدر از آنها عکس تهیه و اقدام به اخاذی میکنند.,"['خانوادگی', 'اجتماعی']",[' محمد مقامی'],https://static.cdn.asset.filimo.com/flmt/mov_1478_205-m.jpg,528,فیلم
 سیصد و شونزده,[],0.85,,"['خانوادگی', 'اجتماعی']","[' پیمان حقانی', ' پیمان حقانی', ' حمیدرضا کشانی', ' پیمان حقانی']",https://static.cdn.asset.filimo.com/flmt/mov_8310_22853-m.jpg,1117,فیلم
 مسلوب,"[' کوروش سلیمانی', ' محمدرضا رهبری', ' محمود مقامی', ' رضا شریف نژاد', ' امیر روشن پور', ' ایمان اسماعیلی']",0.8,"با اطلاع از یک گروگانگیری،  نوپو وارد عمل شده و کشف می کند که دو  گروگانگیری مرتبط هم در حال انجام است. عملیات نوپو در سه نقطه مختلف که باید همزمان انجام شود تا جان گروگانها به خطر نیافتد. عملیات با موفقیت انجام می شود.حوزه پلیس یگان ویژه","['خانوادگی', 'اجتماعی']","[' عادل تبریزی', ' داوود بیدل', ' محمدرضا ریاحی سامانی', ' پیام آزادی', ' فریبرز سیگارودی']",https://static.cdn.asset.filimo.com/flmt/mov_36963_558-m.jpg,1492,فیلم
 آبی,"[' هدیه تهرانی', ' بهرام رادان', ' حسن جوهرچی', ' اسماعیل شنگله', ' پوراندخت مهیمن', ' آزیتا لاچینی', ' شیلا خداداد', ' مهدی پاکدل', ' آرام جعفری']",0.87,دختر جوانی به نام مهتاب در خیابان با ماشین مسافرکشی به نام ارسطو تصادف کرده و فرار می کند. ارسطو با کمک دوستش ماشین مهتاب را پیدا می کند و بعد تکه تکه کردن آن را به مهتاب نشان می دهد.  حالا مهتاب برای تلافی کار او ...,"['خانوادگی', 'اجتماعی']","[' حمید لبخنده', ' مرتضی شایسته', ' حسن پویا', ' حمید لبخنده', ' اصغر عبدالهی', ' کارن همایون فر']",https://static.cdn.asset.filimo.com/flmt/mov_12700_435-m.jpg,3293,فیلم
 گدایان تهران,"[' علی صادقی', ' مهران غفوریان', ' احمد پورمخبر', ' کیمیا باباییان', ' الهه فرشچی']",0.89,اصلان زندگی آرامی در روستا در کنار همسرش دارد. او به علت بدهی اندکش و جاذبه های شهر تهران به این کلانشهر کشیده میشود. اصلان در شهر با چنگیز آشنا میشود و سر از تکدی گری می اورد اما …,"['کمدی', 'خانوادگی']","[' داریوش بابائیان', ' کیانوش اسلامی', ' کیانوش اسلامی', ' عباس خواجه وند']",https://static.cdn.asset.filimo.com/flmt/mov_1849_22807-m.jpg,6420,فیلم
 نماهنگ حضرت علی اصغر (ع) با نوای حاج صادق آهنگران,[],0.91,,['تاریخی | مذهبی'],"[' حبیب صبور', ' حبیب صبور', ' حبیب الله معلمی', ' محسن نامدار', ' محمد صادق آهنگران']",https://static.cdn.asset.filimo.com/flmt/mov_33603_435-m.jpg,1884,فیلم
 تیغ و ابریشم,"[' جلال پیشواییان', ' جمشید هاشم پور', ' فرامرز صدیقی', ' فریماه فرجامی', ' محمد صالح علا', ' نرسی کرکیا', ' مجید مظفری', '  اکبر معززی', ' سعید پیردوست', ' سیروس گرجستانی']",0.78,در جلسه ای در بانكوك تصمیم گرفته می شود كه بیست تن هروئین خالص برای توزیع در دانشگاه،  مدارس، كارخانه ها و جبهه های جنگ به ایران حمل شود. زن و مرد جوانی پس از دستگیری در بازجویی ارتباط خود را با شبكه بین المللی قاچاق و پخش مواد مخدر فاش می كنند.,"['اکشن', 'پلیسی معمایی']","[' مسعود کیمیایی', ' مسعود کیمیایی', ' مسعود کیمیایی', ' مهرداد فخیمی', ' حسن قلی زاده', ' گیتی پاشایی', ' ناصر چشم آذر']",https://static.cdn.asset.filimo.com/flmt/mov_1952_275-m.jpg,713,فیلم
 پاپیتال,"[' مسعود رایگان', ' اردلان شجاع کاوه', ' شهناز شهبازی', ' ترلان پروانه', ' مرتضی کاظمی', ' نگار فروزنده', ' منوچهر علیپور']",0.78,مریم زادمهر وكیل موفقی است. یكی از موكل های او به نام عطیه توسط همسرش جلیل كه مشكوك به بیماری پارانویاست كتك می خورد. زادمهر حكم طلاق عطیه را از دادگاه می گیرد و جلیل در صدد انتقام از او برمی آید.,"['خانوادگی', 'اجتماعی']","[' اردشیر شلیله', ' فریدون فرهودی', ' روح الله خوشکام', ' مصطفی بافرونی', ' کارن همایون فر']",https://static.cdn.asset.filimo.com/flmt/mov_1292_739-m.jpg,401,فیلم
 مانا,"[' نگین صدق گویا', ' مریم کاویانی', ' کیکاووس یاکیده', ' نگار عابدی', ' رؤیا نونهالی']",0.83,این فیلم داستان کودک 8 ساله ای است که به سبب بیماری خاص از سوی مدرسه و هم شاگردی ها تحت فشار قرار می گیرد، اما لیلا مادر مانا، با کمک دکتر فلاحی درصدد رفع مشکلاتند…,"['خانوادگی', 'اجتماعی']","[' علیرضا رزازی فر', ' مسعود سلامی', ' علیرضا رزازی فر', ' امیر قدیانی']",https://static.cdn.asset.filimo.com/flmt/mov_17748_15559-m.jpg,959,فیلم
 کلاغ پر,"[' محمدرضا گلزار', ' مهناز افشار', ' بهنوش طباطبایی', ' حسام نواب صفوی', ' شیوا خنیاگر', ' اکبر عبدی', ' مریم سعادت', ' رحمان مقدم']",0.91,رضا  بعد از دو سال نامزدی با رویا و پس از چندی بیکاری، در روزنامه ای کار پیدا می کند و با شادمانی با رویا تماس می گیرد تا قرار عروسی را بگذارند، ولی رویا با او برخورد سردی می کند، چون به پیشنهاد مادرش با جوانی پولدار به نام مسعود نامزد کرده و می خواهد با او به شمال برود...,"['کمدی', 'عاشقانه']","[' شهرام شاه حسینی', ' عبدالله علیخانی', ' محمدحسین فرح بخش', ' حسن انصاریان', ' امیر توسلی']",https://static.cdn.asset.filimo.com/flmt/mov_10239_30129-m.jpg,6166,فیلم
 ناخواسته,"[' مهرداد صدیقیان', ' الناز حبیبی', ' فرهاد قائمیان', ' ستاره اسکندری', ' همایون ارشادی', ' محمد سیدزاده', ' مهدی فقیه', ' مهتاب کرامتی']",0.85,,"['خانوادگی', 'اجتماعی']","[' برزو نیک نژاد', ' محمدحسین لطیفی', ' مسعود سلامی', ' برزو نیک نژاد', ' کارن همایون فر']",https://static.cdn.asset.filimo.com/flmt/mov_16241_27911-m.jpg,6471,فیلم
 تتل و راز صندوقچه,"[' مهران احمدی', ' حسن معجونی', ' بهاره افشاری', ' امیر غفارمنش', ' حدیث فولادوند', ' رضا فیض نوروزی', ' نادر سلیمانی', ' نفیسه روشن']",0.87,تتل برای پی بردن به راز صندوقچه،  بدون اطلاع پدربزرگ در صندوقچه را باز می کند اما نمی تواند به سوالات صندوقچه پاسخ گوید و گرگ خان از محل اختفای بزها آگاه می شود. تتل برای پیدا کردن مادرش و نجات بزها سفری طولانی را آغاز می کند…,"['خانوادگی', 'کودک']","[' وحید گلستان', ' سعید هاشمی', ' مرتضی غفوری', ' وحید گلستان', ' منصور غلامی', ' مرتضی ساعدی']",https://static.cdn.asset.filimo.com/flmt/mov_18139_21738-m.jpg,7014,فیلم
 دلتنگی های عاشقانه,"[' محمدرضا فروتن', ' میترا حجار', ' رویا تیموریان', ' شاهرخ فروتنیان', ' سیامک اطلسی']",0.92,داستان زندگی شهید سید منوچهر مدق و فرشته ملکی (همسر شهید) را نشان میدهد که هنگام بازگشت از ماه عسل متوجه می شوند نیروهای عراقی به ایران حمله کرده اند...,['تاریخی | مذهبی'],"[' رضا اعظمیان', ' محمدرضا شرف الدین']",https://static.cdn.asset.filimo.com/flmt/mov_5952_21657-m.jpg,2689,فیلم
هول دان,"[' نوید لایقی مقدم', ' شبنم دادخواه ']",0.72,سریال ایرانی و ترسناک هول دان شامل قسمت هایی کوتاه است که داستان های ترسناک ماورالطبیعه است...,"['وحشت', 'علمی تخیلی']","[' مهدی آقاجانی', ' مهدی آقاجانی', ' آیین ایرانی', ' وحید کیارسی', ' مهدی آقاجانی', ' عباس جلالی']",https://static.cdn.asset.filimo.com/flmt/mov_srl_14999_1-m.jpg,14492,سریال
ساخت ایران 3 - قسمت 18,"[' امین حیایی', ' مجید صالحی', ' آناهیتا درگاهی', ' هومن برق نورد', ' مینا وحید', ' الهام کردا', ' حسین امیدی', ' بهرنگ علوی', ' محمدرضا صولتی', ' نوشین تبریزی', ' عزالدین توفیق', ' سعید امیرسلیمانی', ' غلامرضا نیکخواه', ' نادر سلیمانی', ' عزت الله مهرآوران', ' عایشه گل جوشکن', ' ماهان کشفی', ' بردیا گودرزی']",0.92,لوح های زرین به دست چرم چی افتاده است. ابی نقشه ای می کشد که یکی از تابلوهای با ارزش چرم چی را با یک تابلوی بدلی عوض کنند و بعد با داشتن تابلوی اصل، لوح ها را از چرم چی پس بگیرند. اما نمی دانند که ستوده ظلی چه نقشه ای برای آن ها کشیده اند.,"['کمدی', 'خانوادگی']","[' بهمن گودرزی', ' سید امیر پروین حسینی', ' احسان لطفیان', ' شهاب مهربان', ' میلاد گروسی', ' مارال فتحی', ' حسین حاج بابایی', ' حدیث حسنوند', ' امیر حاتمی', ' هومن شاهی', ' مجید گل سفیدی', ' حسن ایوبی']",https://static.cdn.asset.filimo.com/flmt/mov_118905_38343-m.jpg,16244,سریال
 کنسرت شوک فرزاد فرزین,[],0.9,کنسرت شوک فرزاد فرزین در سالن میلاد نمایشگاه بین المللی,['کنسرت'],[' فرزاد فرزین'],https://static.cdn.asset.filimo.com/flmt/mov_25741_1-m.jpg,9277,فیلم
 یک فراری از بگبو,"[' علی صادقی', ' سحر ولدبیگی', ' رضا شفیعی جم', ' یوسف صیادی', ' سروش صحت', ' بهاره رهنما']",0.84,این فیلم درباره موجودی فضایی است که بنا بر مشکلاتی که وی ناخواسته درگیر آن، به زمین می آید و حالا باید با موجوداتی مواجه شود که شباهتی به خودشان ندارد و…,"['کمدی', 'خانوادگی']","[' هاتف علیمردانی', ' داریوش بابائیان', ' امیرعباس گردان', ' هاتف علیمردانی']",https://static.cdn.asset.filimo.com/flmt/mov_1123_12430-m.jpg,4313,فیلم
 توطئه,"[' امین تارخ', ' شهره سلطانی', ' فرهاد جم', ' ناصر لقایی', ' فرهاد خانمحمدی', ' ابراهیم آبادی', ' ماندانا اصلانی', ' معصومه آقاجانی']",0.67,,"['خانوادگی', 'اجتماعی']","[' علی قوی تن', ' حبیب اله صحرانورد', ' علی قوی تن', ' حسین ملکی', ' اسفندیار شهیدی', ' علی قوی تن', ' بهرام سعیدی']",https://static.cdn.asset.filimo.com/flmt/mov_2440_652-m.jpg,111,فیلم
موسیقی ما,[],0.85,اولین جشن سالانه «موسیقی ما» (معرفی و تقدیر از برگزیدگان موسیقی ایران در سال 1391) در تاریخ نهم تیرماه 1392 در تالار وحدت برگزار شد. این مراسم اولین و بزرگ ترین جشن موسیقی ایران بود که در آن ستاره های تمامی سبک های موسیقی به همت سایت «موسیقی ما» گردهم آمدند و حضور داشتند. در این مراسم هنرمندان مطرح عرصه موسیقی تندیس های طلایی خود را کسب کردند و از اساتید سرشناس موسیقی تقدیر به عمل آمد.,['کنسرت'],[' مجید برزگر'],https://static.cdn.asset.filimo.com/flmt/mov_srl_29308_1-m.jpg,879,سریال
 خواستگار محترم,"[' نگین صدق گویا', ' فرهاد آئیش', ' گوهر خیراندیش', ' مرضیه خوش تراش', ' سید ابراهیم بحرالعلومی', ' علی اللهیاری']",0.92,احمد مرادی كه حدود 40 سال پیش به دلیل عدم موفقیت در خواستگاری از دختری به نام «اختر» به فرانسه مهاجرت كرده، اینك بنا به توصیه پزشكان معالج خود به ایران بازمی گردد و همزمان به جست و جوی دوستان و آشنایان می پردازد در حین این جست و جو «اختر» را درمی یابد، اما...,"['خانوادگی', 'عاشقانه']","[' داوود موثقی', ' داوود موثقی', ' داریوش بابائیان', ' مهدی احمدی گرکانی']",https://static.cdn.asset.filimo.com/flmt/mov_2512_12034-m.jpg,1729,فیلم
 کمین,"[' بیژن امکانیان', ' احمد ساعتچیان', ' احسان عیوضی نژاد', ' بهشاد چنگیزی', ' نوید غیاثی']",0.83,چند مامور وزارت اطلاعات ماموریت دارند تا از یک پروفسور علم ژنتیک ایرانی در مقابل عوامل دشمنان خارجی محافظت کنند. از طرفی دکتر رستگار جاسوس خارجی ها با مریم دختر پروفسور طرح دوستی می ریزد و,"['اکشن', 'پلیسی معمایی']","[' شهرام شاه حسینی', ' محمدرضا عباسیان']",https://static.cdn.asset.filimo.com/flmt/mov_2639_26845-m.jpg,921,فیلم
 مسابقه ازدواج,"[' مجید واشقانی', ' کوروش معصومی', ' عباس جمشیدی فر', ' خشایار راد', ' عزت الله مهرآوران', ' فلور نظری', ' مینا نوروزی', ' فاطمه شکری', ' ساقی زینتی', ' الناز حبیبی']",0.9,یک شرکت برای راه اندازی شعبه جدیدش در کیش به دنبال انتخاب یک مدیر عامل از بین کارکنان نمونه است که شرط انتخاب ازدواج است، به همین دلیل بین کارمندان برای ازدواج یک رقابت مهیج و جالب اتفاق می افتد که…,"['کمدی', 'خانوادگی']","[' سهیل موفق', ' حمزه صالحی', ' جمال گلی', ' رضا خسروی', ' امید نگارشی']",https://static.cdn.asset.filimo.com/flmt/mov_39540_898-m.jpg,2825,فیلم
 شهر زیبا,"[' فرامرز قریبیان', ' ترانه علیدوستی', ' بابک انصاری', ' آهو خردمند', ' فرهاد قائمیان', ' هوشنگ هیهاوند', ' نسرین نصرتی', ' آیلار والاپور', ' مهران مهام']",0.83,,"['خانوادگی', 'اجتماعی']","[' اصغر فرهادی', ' ایرج تقی پور', ' اصغر فرهادی', ' حمیدرضا صدری', ' علی لقمانی', ' شهرزاد پویا']",https://static.cdn.asset.filimo.com/flmt/mov_119090_38253-m.jpg,2448,فیلم
 یک بقچه توهم,"[' طناز طباطبایی', ' امیررضا وزیری', ' فرزین محدث', ' امیر غفارمنش', ' فردوس کاویانی']",0.79,,"['خانوادگی', 'کمدی']","[' کیومرث پوراحمد', ' داریوش بابائیان', ' اصغر عبدالهی', ' کیومرث پوراحمد', ' فرهاد محمودی', ' فردین خلعتبری']",https://static.cdn.asset.filimo.com/flmt/mov_34747_364-m.jpg,75,فیلم
 چگونه میلیاردر شدم,"[' السا فیروز آذر', ' فتحعلی اویسی', ' مهدی امینی خواه', ' مریم امیرجلالی', ' کتایون اویسی', ' سعید پیردوست', ' یوسف صیادی', ' محمد شیری']",0.8,,"['کمدی', 'خانوادگی']","[' علی عبدالعلی زاده', ' داریوش بابائیان', ' علی عبدالعلی زاده']",https://static.cdn.asset.filimo.com/flmt/mov_3698_20023-m.jpg,1719,فیلم
 نبات,"[' شهاب حسینی', ' نازنین فراهانی', ' ستایش محمودی']",0.88,,"['خانوادگی', 'اجتماعی']","[' پگاه ارضی', ' هوشنگ نورالهی', ' ناصر چشم آذر', ' اشکان اشکانی']",https://static.cdn.asset.filimo.com/flmt/mov_27913_1-m.jpg,27694,فیلم
 ما خونه نیستیم,"[' فاطمه گودرزی', ' افشین سنگ چاپ', ' اشکان اشتیاق', ' علیرضا خمسه', ' کامران فیوضات', ' گیتی معینی', ' مهسا هاشمی', ' سیامک اشعریون', ' نعیمه نظام دوست']",0.87,خانواده نوروز عبدی نزدیک ایام عید برحسب یک کلاهبرداری دچار مشکل بی پولی می شوند و در پی راه فراری برای عدم پذیرایی از فامیل در ایام عید هستند....,"['کمدی', 'خانوادگی']","[' شاهد احمدلو', ' جمال گلی', ' محسن فلاحی', ' طاهره ولی پور']",https://static.cdn.asset.filimo.com/flmt/mov_17696_16152-m.jpg,1462,فیلم
 سوغات فرنگ,"[' رامبد جوان', ' مجید صالحی', ' شیلا خداداد', ' حسام نواب صفوی', ' آنا نعمتی', ' رابعه اسکویی', ' ملکه رنجبر', ' محسن قاضی مرادی', ' مهوش وقاری', ' سعید پیردوست']",0.91,فرشته سازگار و همسرش فرهاد به ایران بازمی گردند. فرشته در فرودگاه متوجه می شود که همسرش در ایران زن و بچه داشته و متهم به کلاهبرداری است. او با یک راننده تاکسی به نام فریدون آشنا می شود و...,"['کمدی', 'خانوادگی']","[' کامران قدکچیان', ' عبدالله علیخانی', ' رضا بانکی', ' حسین انصاریان']",https://static.cdn.asset.filimo.com/flmt/mov_17101_16146-m.jpg,3177,فیلم
 پرواز در شب,"[' فرج الله سلحشور', ' علی یعقوب زاده', ' جعفر دهقان', ' سیدجواد هاشمی']",0.88,"نیروهای ایرانی در محاصره ارتش دشمن قرار می گیرند، ارتباط آن ها با قرارگاه مرکزی قطع می شود.از گردان 4 نفر انتخاب می شوند تا به قرارگاه بروند و درخواست کمک کنند. از میان آن ها فقط یک نفر زنده می ماند...","['اکشن', 'جنگی']","[' رسول ملاقلی پور', ' رسول ملاقلی پور', ' رسول ملاقلی پور', ' محمدرضا علیقلی']",https://static.cdn.asset.filimo.com/flmt/mov_112781_30609-m.jpg,87,فیلم
 جاده های سرد,"[' علی نصیریان', ' حمید جبلی', ' مجید نصیری', ' اسماعیل محمدی', ' فرزانه نشاط خواه', ' معصومه تقی پور', ' رامتین دانش']",0.92,,"['خانوادگی', 'اجتماعی']","[' مسعود جعفری جوزانی', ' سیامک تقی پور', ' کامبیز روشن روان', ' تورج منصوری', ' بنیاد سینمایی فارابی']",https://static.cdn.asset.filimo.com/flmt/mov_29195_1-m.jpg,80,فیلم
 پادرازی,"[' طناز طباطبایی', ' فرزین محدث', ' امیر غفارمنش', ' فردوس کاویانی', ' رضا کیانیان']",0.79,,"['خانوادگی', 'کمدی']","[' کیومرث پوراحمد', ' داریوش بابائیان', ' اصغر عبدالهی', ' کیومرث پوراحمد', ' فرهاد محمودی', ' فردین خلعتبری']",https://static.cdn.asset.filimo.com/flmt/mov_34101_766-m.jpg,121,فیلم
 گاهی می شود,"[' حسن اسدی', ' کاظم افرندنیا', ' کیمیا باباییان', ' صدیقه کیانفر', ' جواد زیتونی', ' مریم شاه ولی', ' آرمان صورتگر']",0.76,گاهی می شود که نمی شود، گاهی هزار بار دعا بی اجابت است، گاهی گمان نمی کنی و می شود,"['خانوادگی', 'اجتماعی']",[' هادی رحیمی خواص'],https://static.cdn.asset.filimo.com/flmt/mov_11970_928-m.jpg,229,فیلم
 انتهای زمین,"[' سید ابراهیم بحرالعلومی', ' مسعود مهرگان', ' حجت الله قزوینی داداشی', ' شهاب فرضعلی ', ' نیلوفر ادیب فر ', ' سعید معظمی ']",0.75,حجت مرد میانسالی است که خانه و زندگی خود را در شمال ایران رها می کند و با پای پیاده به سوی جنوب ایران حرکت می کند. او تصمیم می گیرد تا انتهای دنیا پیاده برود و...,"['خانوادگی', 'اجتماعی']","[' ابوالفضل صفاری', ' سید مسعود اطیابی', ' ابوالفضل صفاری', ' بایرام فضلی']",https://static.cdn.asset.filimo.com/flmt/mov_17039_16107-m.jpg,69,فیلم
 بلمی به سوی ساحل,"[' خسرو ضیایی', ' عطاالله سلمانیان', ' بهزاد بهزادپور', ' جعفر دهقان', ' فرید کشن فلاح']",0.88,,"['خانوادگی', 'اجتماعی']","[' رسول ملاقلی پور', ' رسول ملاقلی پور', ' محسن نفر', ' رضا رضی', ' محسن علی اکبری']",https://static.cdn.asset.filimo.com/flmt/mov_30325_14556-m.jpg,1015,فیلم
 پیراک,"[' جمشید مشایخی', ' عنایت بخشی', ' شهاب عسگری', ' حمیده خیرآبادی', ' گوهر گلکار', ' کاظم افرندنیا', ' علی عسگری', ' احمد بهروزی']",0.81,پیرمردی به نام پیراك از راه حمل و نقل ماهی های صیادان برای شخصی به نام كریم سماك ،گذران  عمر می كند. فرزند او، علی، در زاهدان دوره ی  خدمت اجباری را می گذراند. علی در درگیری با قاچاقچیان مواد مخدر كشته می شود، هم قطار علی، عباس، خبر را به پیراك میدهد.,"['اکشن', 'هیجان انگیز']","[' کوپال مشکوت', ' علی اکبر عرفانی', ' اصغر رفیعی جم', ' کوپال مشکوت']",https://static.cdn.asset.filimo.com/flmt/mov_628_979-m.jpg,299,فیلم
 مبارزان کوچک,"[' یوسف صیادی', ' شراره رخام', ' مهران رجبی', ' نعیمه نظام دوست', ' شهاب عباسی', ' سیاوش مفیدی', ' مژگان ترانه']",0.86,داستان فیلم درمورد چند سارق خطرناک و حرفه ای است که با لباس های مبدل کتیبه ای را از موزه ملی می دزدند و قصد خروج از کشور را دارند.,"['خانوادگی', 'کودک']","[' داوود اطیابی', ' حبیب الله کاسه ساز', ' آبتین سهامی', ' داوود اطیابی']",https://static.cdn.asset.filimo.com/flmt/mov_16084_22785-m.jpg,5878,فیلم
 مالیخولیا,"[' لیلا اوتادی', ' محمدرضا هدایتی', ' لاله اسکندری', ' نادر فلاح', ' محمد فیلی']",0.55,این فیلم که ساخته مرتضی آتش زمزم  می باشد درمورد بیماری مالیخولیا است این بیماری که نوعی دوگانگی هویت و توهم در فرد اینجا میکند. داستان این فیلم به کسانی میپردازد که دچار این مشکل دوگانگی هویت هستند..,"['خانوادگی', 'اجتماعی']","[' مرتضی آتش زمزم', ' مرتضی آتش زمزم', ' تورج اصلانی', ' مجید شاکرین', ' حسین مرتضائیان آبکنار', ' بابک میرزاخانی']",https://static.cdn.asset.filimo.com/flmt/mov_8349_27893-m.jpg,1701,فیلم
 فصل بلوغ,"[' نسرین نکیسا', ' میرطاهر مظلومی', ' هادی سعادتی', ' علی غلامی', ' بهرام کمیجانی']",0.78,فیلم فصل بلوغ در ژانر اجتماعی محصول سال 1393 است. رهبر قنبری کارگردان این فیلم را به عهده دارد. از دیگر آثار این کارگردان فیلمهای نامه های آبی، آیینه های غبار گرفته و روییدن در باد را می توان نام برد. این فیلم روایتگر سرگشتگی و دلبستگی های دو نوجوان که طی حوادثی به بلوغ اجتماعی می رسند.,"['خانوادگی', 'اجتماعی']","[' رهبر قنبری', ' رضا جودی', ' رهبر قنبری']",https://static.cdn.asset.filimo.com/flmt/mov_29348_1-m.jpg,419,فیلم
 خانم یایا,"[' حمید فرخ نژاد', ' رضا عطاران', ' نیتایا چاسیریکو', ' امین حیایی']",0.44,,"['کمدی', 'خانوادگی']","[' عبدالرضا کاهانی', ' عبدالرضا کاهانی', ' کیت وات چیناکوته', ' حمید پنداشته', ' معین رضا مطلبی']",https://static.cdn.asset.filimo.com/flmt/mov_22358_1-m.jpg,27247,فیلم
